date,time,title,link
21-10-2025,14:00,Leverancier seksuele gezondheidsproducten lekt gevoelige data van klanten,https://www.security.nl/posting/909968/Leverancier+seksuele+gezondheidsproducten+lekt+gevoelige+data+van+klanten
21-10-2025,12:35,QNAP-apparaten en Synology BeeStation gehackt tijdens Pwn2Own-wedstrijd,https://www.security.nl/posting/909956/QNAP-apparaten+en+Synology+BeeStation+gehackt+tijdens+Pwn2Own-wedstrijd
21-10-2025,11:42,Japanse webshop MUJI stopt online bestellingen na ransomware-aanval,https://www.security.nl/posting/909950/Japanse+webshop+MUJI+stopt+online+bestellingen+na+ransomware-aanval
21-10-2025,11:03,VS meldt actief misbruik van beveiligingslek in Oracle E-Business Suite,https://www.security.nl/posting/909939/VS+meldt+actief+misbruik+van+beveiligingslek+in+Oracle+E-Business+Suite
21-10-2025,10:13,Grote Amazon-storing raakte duizenden websites en applicaties,https://www.security.nl/posting/909927/Grote+Amazon-storing+raakte+duizenden+websites+en+applicaties
21-10-2025,09:47,Europese publieke dns-dienst dns0.eu per direct gestopt,https://www.security.nl/posting/909921/Europese+publieke+dns-dienst+dns0_eu+per+direct+gestopt
21-10-2025,09:27,Autoriteit Persoonsgegevens tegen gebruik van AI-chatbots voor stemadvies,https://www.security.nl/posting/909917/Autoriteit+Persoonsgegevens+tegen+gebruik+van+AI-chatbots+voor+stemadvies
20-10-2025,17:20,'76.000 WatchGuard-firewalls missen update voor kritiek RCE-lek',https://www.security.nl/posting/909872/%2776_000+WatchGuard-firewalls+missen+update+voor+kritiek+RCE-lek%27
20-10-2025,17:04,Beveiligingslekken in Windows SMB-client en Kentico Xperience actief misbruikt,https://www.security.nl/posting/909869/Beveiligingslekken+in+Windows+SMB-client+en+Kentico+Xperience+actief+misbruikt
20-10-2025,13:45,Amazon verhelpt storing waardoor groot aantal websites en apps niet werkten,https://www.security.nl/posting/909815/Amazon+verhelpt+storing+waardoor+groot+aantal+websites+en+apps+niet+werkten
20-10-2025,13:27,ACSC komt met checklist voor gebruik clouddiensten: 'risico kun je niet outsourcen',https://www.security.nl/posting/909814/ACSC+komt+met+checklist+voor+gebruik+clouddiensten%3A+%27risico+kun+je+niet+outsourcen%27
20-10-2025,11:54,AFM en DNB waarschuwen voor afhankelijkheid van Amerikaanse techbedrijven,https://www.security.nl/posting/909780/AFM+en+DNB+waarschuwen+voor+afhankelijkheid+van+Amerikaanse+techbedrijven
20-10-2025,10:35,Rechter verlaagt boete spywarebedrijf NSO van 167 miljoen naar 4 miljoen dollar,https://www.security.nl/posting/909769/Rechter+verlaagt+boete+spywarebedrijf+NSO+van+167+miljoen+naar+4+miljoen+dollar
20-10-2025,10:03,SDBN: websites meerdere politieke partijen plaatsten illegaal trackingcookies,https://www.security.nl/posting/909766/SDBN%3A+websites+meerdere+politieke+partijen+plaatsten+illegaal+trackingcookies
20-10-2025,09:37,'F5 via beveiligingslek in eigen software eind 2023 gehackt door aanvallers',https://www.security.nl/posting/909764/%27F5+via+beveiligingslek+in+eigen+software+eind+2023+gehackt+door+aanvallers%27
20-10-2025,09:19,Officiële website Xubuntu verspreidde cryptostelende malware,https://www.security.nl/posting/909762/Offici%C3%ABle+website+Xubuntu+verspreidde+cryptostelende+malware
18-10-2025,08:16,Autoriteit Persoonsgegevens verlaagt boete KNLTB voor overtreden van AVG,https://www.security.nl/posting/909643/Autoriteit+Persoonsgegevens+verlaagt+boete+KNLTB+voor+overtreden+van+AVG
17-10-2025,15:23,Zweeds alarmbedrijf Verisure getroffen door datalek,https://www.security.nl/posting/909590/Zweeds+alarmbedrijf+Verisure+getroffen+door+datalek
17-10-2025,15:03,"267.000 F5-apparaten benaderbaar vanaf internet, waarvan 3800 in Nederland",https://www.security.nl/posting/909587/267_000+F5-apparaten+benaderbaar+vanaf+internet%2C+waarvan+3800+in+Nederland
17-10-2025,14:41,"Google faseert ""Privacy Sandbox"" technieken uit, houdt vast aan trackingcookies",https://www.security.nl/posting/909584/Google+faseert+%22Privacy+Sandbox%22+technieken+uit%2C+houdt+vast+aan+trackingcookies
17-10-2025,14:06,Veilinghuis Sotheby's lekt persoonlijke gegevens van onbekend aantal mensen,https://www.security.nl/posting/909576/Veilinghuis+Sotheby%27s+lekt+persoonlijke+gegevens+van+onbekend+aantal+mensen
17-10-2025,13:34,Ring en Flock laten politie VS eenvoudiger camerabeelden bij gebruikers opvragen,https://www.security.nl/posting/909568/Ring+en+Flock+laten+politie+VS+eenvoudiger+camerabeelden+bij+gebruikers+opvragen
17-10-2025,12:35,Bende achter telefoonfraude met 1200 simboxes en 40.000 simkaarten opgerold,https://www.security.nl/posting/909554/Bende+achter+telefoonfraude+met+1200+simboxes+en+40_000+simkaarten+opgerold
17-10-2025,12:19,CentreStack dicht actief aangevallen kwetsbaarheid in file sharing software,https://www.security.nl/posting/909528/CentreStack+dicht+actief+aangevallen+kwetsbaarheid+in+file+sharing+software
17-10-2025,09:37,Mozilla blijft Firefox op Windows 10 voorlopig met updates ondersteunen,https://www.security.nl/posting/909523/Mozilla+blijft+Firefox+op+Windows+10+voorlopig+met+updates+ondersteunen
17-10-2025,09:23,"Kredietbeoordelaar Experian krijgt 2,7 miljoen euro boete wegens overtreden AVG",https://www.security.nl/posting/909522/Kredietbeoordelaar+Experian+krijgt+2%2C7+miljoen+euro+boete+wegens+overtreden+AVG
16-10-2025,17:17,Microsoft trekt tweehonderd certificaten in gebruikt door ransomwaregroep,https://www.security.nl/posting/909486/Microsoft+trekt+tweehonderd+certificaten+in+gebruikt+door+ransomwaregroep
16-10-2025,16:54,Politie waarschuwt voor fraude via telefoonnummer dat op politienummer lijkt,https://www.security.nl/posting/909484/Politie+waarschuwt+voor+fraude+via+telefoonnummer+dat+op+politienummer+lijkt
16-10-2025,16:35,Microsoft: meeste cyberaanvallen via exploits en gestolen wachtwoorden,https://www.security.nl/posting/909482/Microsoft%3A+meeste+cyberaanvallen+via+exploits+en+gestolen+wachtwoorden
16-10-2025,15:30,Tele2 Zweden moet wegens gebruik Google Analytics boete van 1 miljoen euro betalen,https://www.security.nl/posting/909471/Tele2+Zweden+moet+wegens+gebruik+Google+Analytics+boete+van+1+miljoen+euro+betalen
16-10-2025,14:21,Tor Project wil AI-features Firefox niet in Tor Browser hebben,https://www.security.nl/posting/909461/Tor+Project+wil+AI-features+Firefox+niet+in+Tor+Browser+hebben
16-10-2025,13:46,Back-updienst Backblaze: harde schijven gaan steeds langer mee,https://www.security.nl/posting/909456/Back-updienst+Backblaze%3A+harde+schijven+gaan+steeds+langer+mee
16-10-2025,12:23,Amerikaanse senator wil meer informatie van Cisco over aangevallen lekken,https://www.security.nl/posting/909441/Amerikaanse+senator+wil+meer+informatie+van+Cisco+over+aangevallen+lekken
16-10-2025,11:34,"Kredietplatform Prosper lekt persoonlijke gegevens 17,6 miljoen gebruikers",https://www.security.nl/posting/909424/Kredietplatform+Prosper+lekt+persoonlijke+gegevens+17%2C6+miljoen+gebruikers
16-10-2025,11:12,Amerikaanse overheid geeft noodbevel af voor installeren F5 BIG-IP-updates,https://www.security.nl/posting/909421/Amerikaanse+overheid+geeft+noodbevel+af+voor+installeren+F5+BIG-IP-updates
16-10-2025,10:51,Afperser PowerSchool krijgt 4 jaar cel en moet 14 miljoen dollar betalen,https://www.security.nl/posting/909418/Afperser+PowerSchool+krijgt+4+jaar+cel+en+moet+14+miljoen+dollar+betalen
16-10-2025,10:38,VS meldt actief misbruik van kritiek lek in Adobe Experience Manager Forms,https://www.security.nl/posting/909416/VS+meldt+actief+misbruik+van+kritiek+lek+in+Adobe+Experience+Manager+Forms
15-10-2025,16:57,Google biedt gebruikers optie om account door middel van vrienden te herstellen,https://www.security.nl/posting/909329/Google+biedt+gebruikers+optie+om+account+door+middel+van+vrienden+te+herstellen
15-10-2025,16:36,F5 waarschuwt voor diefstal van broncode en niet bekendgemaakte lekken,https://www.security.nl/posting/909317/F5+waarschuwt+voor+diefstal+van+broncode+en+niet+bekendgemaakte+lekken
15-10-2025,14:56,Brits bedrijf krijgt 16 miljoen euro boete wegens datalek door ransomware,https://www.security.nl/posting/909306/Brits+bedrijf+krijgt+16+miljoen+euro+boete+wegens+datalek+door+ransomware
15-10-2025,13:48,'Nieuw beveiligingslek in Oracle E-Business Suite actief misbruikt bij aanvallen',https://www.security.nl/posting/909301/%27Nieuw+beveiligingslek+in+Oracle+E-Business+Suite+actief+misbruikt+bij+aanvallen%27
15-10-2025,12:48,"Tor Project start jaarlijkse donatiecampagne met thema ""Free the Internet""",https://www.security.nl/posting/909282/Tor+Project+start+jaarlijkse+donatiecampagne+met+thema+%22Free+the+Internet%22
15-10-2025,12:01,Signal versterkt encryptieprotocol tegen aanvallen door quantumcomputers,https://www.security.nl/posting/909268/Signal+versterkt+encryptieprotocol+tegen+aanvallen+door+quantumcomputers
15-10-2025,11:43,Door Discord beschuldigd bedrijf ontkent lekken van 70.000 id-bewijzen,https://www.security.nl/posting/909265/Door+Discord+beschuldigd+bedrijf+ontkent+lekken+van+70_000+id-bewijzen
15-10-2025,11:26,Meta laat gebruikers AI-bril betalen via qr-code en spraakopdracht,https://www.security.nl/posting/909259/Meta+laat+gebruikers+AI-bril+betalen+via+qr-code+en+spraakopdracht
15-10-2025,11:12,Microsoft gestopt met support van Windows 10 en Exchange 2016 en 2019,https://www.security.nl/posting/909254/Microsoft+gestopt+met+support+van+Windows+10+en+Exchange+2016+en+2019
15-10-2025,10:33,Directie en eigenaren Bitvavo hadden jarenlang toegang tot klantgegevens,https://www.security.nl/posting/909240/Directie+en+eigenaren+Bitvavo+hadden+jarenlang+toegang+tot+klantgegevens
15-10-2025,09:35,Microsoft verhelpt drie actief aangevallen kwetsbaarheden in Windows,https://www.security.nl/posting/909227/Microsoft+verhelpt+drie+actief+aangevallen+kwetsbaarheden+in+Windows
14-10-2025,16:30,Website RIVM weer online na verhelpen van kwetsbaarheid in webformulier,https://www.security.nl/posting/909151/Website+RIVM+weer+online+na+verhelpen+van+kwetsbaarheid+in+webformulier
14-10-2025,15:30,Firefox Password Manager slaat wachtwoorden voortaan versleuteld op via AES,https://www.security.nl/posting/909141/Firefox+Password+Manager+slaat+wachtwoorden+voortaan+versleuteld+op+via+AES
14-10-2025,15:07,TeamViewer: veertig procent computers draait nog op Windows 10,https://www.security.nl/posting/909136/TeamViewer%3A+veertig+procent+computers+draait+nog+op+Windows+10
14-10-2025,14:34,Pixnapping-aanval laat malafide app 2FA-codes van Androidtelefoons stelen,https://www.security.nl/posting/909132/Pixnapping-aanval+laat+malafide+app+2FA-codes+van+Androidtelefoons+stelen
14-10-2025,13:51,RIVM haalt website offline nadat er malafide berichten op verschenen,https://www.security.nl/posting/909118/RIVM+haalt+website+offline+nadat+er+malafide+berichten+op+verschenen
14-10-2025,12:12,Defecte software-update laat Jeeps langs kant van de weg stranden,https://www.security.nl/posting/909092/Defecte+software-update+laat+Jeeps+langs+kant+van+de+weg+stranden
14-10-2025,11:33,Australische overheid roept bedrijven op om legacy IT te vervangen,https://www.security.nl/posting/909081/Australische+overheid+roept+bedrijven+op+om+legacy+IT+te+vervangen
14-10-2025,10:58,Aanstelling van Meta-lobbyist als commissaris Ierse privacytoezichthouder baart zorgen,https://www.security.nl/posting/909076/Aanstelling+van+Meta-lobbyist+als+commissaris+Ierse+privacytoezichthouder+baart+zorgen
14-10-2025,10:21,Kringloopwinkels Friese afvalverwerker Omrin dicht wegens ransomware,https://www.security.nl/posting/909069/Kringloopwinkels+Friese+afvalverwerker+Omrin+dicht+wegens+ransomware
14-10-2025,09:59,Britse overheid meldt recordaantal cyberaanvallen met nationale impact,https://www.security.nl/posting/909064/Britse+overheid+meldt+recordaantal+cyberaanvallen+met+nationale+impact
14-10-2025,08:20,Microsoft beperkt wegens aanvallen toegang tot Internet Explorer in Edge,https://www.security.nl/posting/909052/Microsoft+beperkt+wegens+aanvallen+toegang+tot+Internet+Explorer+in+Edge
13-10-2025,16:52,Securitybedrijf meldt grootschalige aanval op SonicWall SSLVPN-accounts,https://www.security.nl/posting/908994/Securitybedrijf+meldt+grootschalige+aanval+op+SonicWall+SSLVPN-accounts
13-10-2025,15:54,Huisartsenspoedposten hebben informatiebeveiliging niet op orde,https://www.security.nl/posting/908976/Huisartsenspoedposten+hebben+informatiebeveiliging+niet+op+orde
13-10-2025,15:36,RDI: cloudserviceprovider moet klant duidelijk maken waar data is opgeslagen,https://www.security.nl/posting/908973/RDI%3A+cloudserviceprovider+moet+klant+duidelijk+maken+waar+data+is+opgeslagen
13-10-2025,14:51,"Nederlandse ""AI-fabriek"" krijgt investering van 200 miljoen euro",https://www.security.nl/posting/908961/Nederlandse+%22AI-fabriek%22+krijgt+investering+van+200+miljoen+euro
13-10-2025,14:28,7-Zip dicht lek dat remote code execution via zip-bestanden mogelijk maakt,https://www.security.nl/posting/908959/7-Zip+dicht+lek+dat+remote+code+execution+via+zip-bestanden+mogelijk+maakt
13-10-2025,11:27,Criminelen publiceren miljoenen gestolen records van Salesforce-klanten,https://www.security.nl/posting/908925/Criminelen+publiceren+miljoenen+gestolen+records+van+Salesforce-klanten
13-10-2025,11:01,Google Chrome laat notificaties van weinig bezochte websites niet meer zien,https://www.security.nl/posting/908920/Google+Chrome+laat+notificaties+van+weinig+bezochte+websites+niet+meer+zien
13-10-2025,10:26,Digital Trust Center gaat vanaf 1 januari volledig op in NCSC,https://www.security.nl/posting/908911/Digital+Trust+Center+gaat+vanaf+1+januari+volledig+op+in+NCSC
13-10-2025,09:58,Aanvallers maken actief misbruik van lek in file sharing software CentreStack,https://www.security.nl/posting/908900/Aanvallers+maken+actief+misbruik+van+lek+in+file+sharing+software+CentreStack
13-10-2025,09:31,Oracle brengt opnieuw noodpatch uit voor beveiligingslek in E-Business Suite,https://www.security.nl/posting/908889/Oracle+brengt+opnieuw+noodpatch+uit+voor+beveiligingslek+in+E-Business+Suite
13-10-2025,09:18,"Vietnam Airlines lekt persoonlijke gegevens 7,3 miljoen passagiers",https://www.security.nl/posting/908884/Vietnam+Airlines+lekt+persoonlijke+gegevens+7%2C3+miljoen+passagiers
13-10-2025,09:07,Mozilla gaat Firefox voorzien van gratis ingebouwde vpn-functie,https://www.security.nl/posting/908882/Mozilla+gaat+Firefox+voorzien+van+gratis+ingebouwde+vpn-functie
10-10-2025,16:59,Telegram-oprichter bezorgd over privacy en vrijheid: dystopische wereld nadert snel,https://www.security.nl/posting/908678/Telegram-oprichter+bezorgd+over+privacy+en+vrijheid%3A+dystopische+wereld+nadert+snel
10-10-2025,15:57,Hilton mocht werkneemster ontslaan voor doorsturen klantgegevens naar privémail,https://www.security.nl/posting/908664/Hilton+mocht+werkneemster+ontslaan+voor+doorsturen+klantgegevens+naar+priv%C3%A9mail
10-10-2025,15:24,EU-ministers ondertekenen verklaring voor online leeftijdsverificatie,https://www.security.nl/posting/908657/EU-ministers+ondertekenen+verklaring+voor+online+leeftijdsverificatie
10-10-2025,14:59,"Botnet gebruikt ""exploit shotgun"" voor aanvallen op routers en videorecorders",https://www.security.nl/posting/908656/Botnet+gebruikt+%22exploit+shotgun%22+voor+aanvallen+op+routers+en+videorecorders
10-10-2025,14:19,NS krijgt 12 miljoen euro subsidie voor aanschaf van 3.000 bodycams,https://www.security.nl/posting/908651/NS+krijgt+12+miljoen+euro+subsidie+voor+aanschaf+van+3_000+bodycams
10-10-2025,13:56,Apple verdubbelt beloning voor zeroclick-aanval op iPhones naar 2 miljoen dollar,https://www.security.nl/posting/908648/Apple+verdubbelt+beloning+voor+zeroclick-aanval+op+iPhones+naar+2+miljoen+dollar
10-10-2025,13:02,ZDI onthult dozijn ongepatchte RCE-lekken in Ivanti Endpoint Manager,https://www.security.nl/posting/908641/ZDI+onthult+dozijn+ongepatchte+RCE-lekken+in+Ivanti+Endpoint+Manager
10-10-2025,12:46,Kamervragen over oorzaak van gevoelige datadiefstal bij Clinical Diagnostics,https://www.security.nl/posting/908636/Kamervragen+over+oorzaak+van+gevoelige+datadiefstal+bij+Clinical+Diagnostics
10-10-2025,10:38,Criminelen stelen via gekaapte Workday-accounts salaris universiteitspersoneel,https://www.security.nl/posting/908615/Criminelen+stelen+via+gekaapte+Workday-accounts+salaris+universiteitspersoneel
10-10-2025,10:11,Volendams ict-bedrijf via beveiligingslek in server getroffen door ransomware,https://www.security.nl/posting/908608/Volendams+ict-bedrijf+via+beveiligingslek+in+server+getroffen+door+ransomware
10-10-2025,09:54,Microsoft schendt AVG met 365 Education oordeelt Oostenrijkse toezichthouder,https://www.security.nl/posting/908604/Microsoft+schendt+AVG+met+365+Education+oordeelt+Oostenrijkse+toezichthouder
09-10-2025,17:10,Ziekenhuis ontslaat medewerkers wegens ongeoorloofd inzien patiëntendossiers,https://www.security.nl/posting/908552/Ziekenhuis+ontslaat+medewerkers+wegens+ongeoorloofd+inzien+pati%C3%ABntendossiers
09-10-2025,16:52,Google: Oracle EBS-lek gebruikt voor grootschalige afpersingscampagne,https://www.security.nl/posting/908549/Google%3A+Oracle+EBS-lek+gebruikt+voor+grootschalige+afpersingscampagne
09-10-2025,15:35,Werknemer die wegens hacken op staande voet werd ontslagen verliest kort geding,https://www.security.nl/posting/908531/Werknemer+die+wegens+hacken+op+staande+voet+werd+ontslagen+verliest+kort+geding
09-10-2025,14:30,Britse premier kijkt naar India voor uitrol van verplicht digitaal identiteitsbewijs,https://www.security.nl/posting/908515/Britse+premier+kijkt+naar+India+voor+uitrol+van+verplicht+digitaal+identiteitsbewijs
09-10-2025,12:36,Cisco: open source DFIR-tool Velociraptor gebruikt bij ransomware-aanvallen,https://www.security.nl/posting/908480/Cisco%3A+open+source+DFIR-tool+Velociraptor+gebruikt+bij+ransomware-aanvallen
09-10-2025,12:00,Australische overheid lekt persoonlijke gegevens burgers via ChatGPT,https://www.security.nl/posting/908467/Australische+overheid+lekt+persoonlijke+gegevens+burgers+via+ChatGPT
09-10-2025,11:03,Firewall-configuratie gestolen van alle SonicWall-klanten met cloudback-up,https://www.security.nl/posting/908452/Firewall-configuratie+gestolen+van+alle+SonicWall-klanten+met+cloudback-up
09-10-2025,10:26,Zuid-Hollandse onderwijsgroep lekte honderden e-mailadressen door phishing,https://www.security.nl/posting/908442/Zuid-Hollandse+onderwijsgroep+lekte+honderden+e-mailadressen+door+phishing
09-10-2025,10:10,EU-voorzitter Denemarken schrapt stemming over invoering chatcontrole,https://www.security.nl/posting/908437/EU-voorzitter+Denemarken+schrapt+stemming+over+invoering+chatcontrole
09-10-2025,09:37,Discord vermoedt dat het id-bewijzen van 70.000 gebruikers heeft gelekt,https://www.security.nl/posting/908433/Discord+vermoedt+dat+het+id-bewijzen+van+70_000+gebruikers+heeft+gelekt
08-10-2025,16:41,Duitsland niet akkoord met Deens voorstel voor invoering chatcontrole,https://www.security.nl/posting/908374/Duitsland+niet+akkoord+met+Deens+voorstel+voor+invoering+chatcontrole
08-10-2025,14:47,Politie onderzoekt ransomware-aanval op bedrijven in Volendam,https://www.security.nl/posting/908353/Politie+onderzoekt+ransomware-aanval+op+bedrijven+in+Volendam
08-10-2025,14:27,'EU-parlement ontvangt miljoenen e-mails van campagne tegen chatcontrole',https://www.security.nl/posting/908348/%27EU-parlement+ontvangt+miljoenen+e-mails+van+campagne+tegen+chatcontrole%27
08-10-2025,13:38,Belgische bankenkoepel lanceert fysiek bordspel tegen online fraude,https://www.security.nl/posting/908330/Belgische+bankenkoepel+lanceert+fysiek+bordspel+tegen+online+fraude
08-10-2025,13:16,Thunderbird ontvangt voor het eerst meer dan 10 miljoen dollar aan donaties,https://www.security.nl/posting/908306/Thunderbird+ontvangt+voor+het+eerst+meer+dan+10+miljoen+dollar+aan+donaties
08-10-2025,11:56,DraftKings meldt opnieuw datalek veroorzaakt door credential stuffing,https://www.security.nl/posting/908297/DraftKings+meldt+opnieuw+datalek+veroorzaakt+door+credential+stuffing
08-10-2025,11:32,Gemeente Rijswijk waarschuwt voor malafide qr-codes op parkeerautomaten,https://www.security.nl/posting/908295/Gemeente+Rijswijk+waarschuwt+voor+malafide+qr-codes+op+parkeerautomaten
08-10-2025,11:15,WordPress-sites aangevallen via kritiek lek in Service Finder Bookings plug-in,https://www.security.nl/posting/908289/WordPress-sites+aangevallen+via+kritiek+lek+in+Service+Finder+Bookings+plug-in
08-10-2025,10:44,'Salesforce waarschuwt klanten dat aanvallers gestolen data gaan publiceren',https://www.security.nl/posting/908272/%27Salesforce+waarschuwt+klanten+dat+aanvallers+gestolen+data+gaan+publiceren%27
08-10-2025,10:09,Britse politie houdt tieners aan voor ransomware-aanval op kinderopvangketen,https://www.security.nl/posting/908267/Britse+politie+houdt+tieners+aan+voor+ransomware-aanval+op+kinderopvangketen
08-10-2025,09:57,CrowdStrike: Kritiek lek in Oracle EBS sinds augustus misbruikt bij aanvallen,https://www.security.nl/posting/908263/CrowdStrike%3A+Kritiek+lek+in+Oracle+EBS+sinds+augustus+misbruikt+bij+aanvallen
08-10-2025,09:41,Duitse regeringspartij tegen Deens voorstel voor invoering van chatcontrole,https://www.security.nl/posting/908257/Duitse+regeringspartij+tegen+Deens+voorstel+voor+invoering+van+chatcontrole
07-10-2025,16:25,Europese mkb-bedrijven vrezen economische gevolgen van chatcontrole,https://www.security.nl/posting/908180/Europese+mkb-bedrijven+vrezen+economische+gevolgen+van+chatcontrole
07-10-2025,15:40,Herziening van het Rijksbreed cloudbeleid loopt verder vertraging op,https://www.security.nl/posting/908167/Herziening+van+het+Rijksbreed+cloudbeleid+loopt+verder+vertraging+op
07-10-2025,14:23,Minister komt met voorstel voor Europees uitwisselen van gezondheidsgegevens,https://www.security.nl/posting/908154/Minister+komt+met+voorstel+voor+Europees+uitwisselen+van+gezondheidsgegevens
07-10-2025,13:19,"Nederland telt 19,2 miljoen apparaten die via eigen simkaart data uitwisselen",https://www.security.nl/posting/908102/Nederland+telt+19%2C2+miljoen+apparaten+die+via+eigen+simkaart+data+uitwisselen
07-10-2025,13:06,Kamer wil opheldering over overstap van Belastingdienst naar Microsoft 365,https://www.security.nl/posting/908126/Kamer+wil+opheldering+over+overstap+van+Belastingdienst+naar+Microsoft+365
07-10-2025,12:17,Android voor tweede keer in 10 jaar tijd zonder maandelijkse beveiligingsupdates,https://www.security.nl/posting/908125/Android+voor+tweede+keer+in+10+jaar+tijd+zonder+maandelijkse+beveiligingsupdates
07-10-2025,11:42,Redis dicht kritieke kwetsbaarheid die aanvaller code op server laat uitvoeren,https://www.security.nl/posting/908119/Redis+dicht+kritieke+kwetsbaarheid+die+aanvaller+code+op+server+laat+uitvoeren
